tag,pattern,response
Yaşım,Yaş bilgisine nasıl erişebilirim?,"11 Haziran 2001 tarihinde doğumluyum, şu anda 24 yaşındayım."
Yaşım,Yaşın nedir?,"11 Haziran 2001 tarihinde doğumluyum, şu anda 24 yaşındayım."
Yaşım,Ne zaman doğdun?,"11 Haziran 2001 tarihinde doğumluyum, şu anda 24 yaşındayım."
Yaşım,Doğum tarihin ne?,"11 Haziran 2001 tarihinde doğumluyum, şu anda 24 yaşındayım."
Yaşım,Hangi yılda doğdun?,"11 Haziran 2001 tarihinde doğumluyum, şu anda 24 yaşındayım."
Yaşım,Doğum günün ne zaman?,"11 Haziran 2001 tarihinde doğumluyum, şu anda 24 yaşındayım."
Yaşım,Doğum tarihinizi öğrenebilir miyim?,"11 Haziran 2001 tarihinde doğumluyum, şu anda 24 yaşındayım."
Yaşım,Kaç yılında doğdunuz,"11 Haziran 2001 tarihinde doğumluyum, şu anda 24 yaşındayım."
Mevcut İşim,Şu anda nerede çalışıyorsun?,2024 Haziran ayından beri ARAL bünyesinde bulunan Hometech firmasında Ar-Ge merkezinde yazılım geliştirici olarak görev yapıyorum.
Mevcut İşim,Mevcut iş yerin neresi?,2024 Haziran ayından beri ARAL bünyesinde bulunan Hometech firmasında Ar-Ge merkezinde yazılım geliştirici olarak görev yapıyorum.
Mevcut İşim,Hangi şirket için çalışıyorsun?,2024 Haziran ayından beri ARAL bünyesinde bulunan Hometech firmasında Ar-Ge merkezinde yazılım geliştirici olarak görev yapıyorum.
Mevcut İşim,Şu anki iş pozisyonun nedir?,2024 Haziran ayından beri ARAL bünyesinde bulunan Hometech firmasında Ar-Ge merkezinde yazılım geliştirici olarak görev yapıyorum.
Mevcut İşim,Nerede iş yapıyorsun?,2024 Haziran ayından beri ARAL bünyesinde bulunan Hometech firmasında Ar-Ge merkezinde yazılım geliştirici olarak görev yapıyorum.
Mevcut İşim,Çalıştığın kurum hangisi?,2024 Haziran ayından beri ARAL bünyesinde bulunan Hometech firmasında Ar-Ge merkezinde yazılım geliştirici olarak görev yapıyorum.
Mevcut İşim,Güncel iş bilgini paylaşır mısın?,2024 Haziran ayından beri ARAL bünyesinde bulunan Hometech firmasında Ar-Ge merkezinde yazılım geliştirici olarak görev yapıyorum.
Mevcut İşim,Şu an işte ne yapıyorsun?,2024 Haziran ayından beri ARAL bünyesinde bulunan Hometech firmasında Ar-Ge merkezinde yazılım geliştirici olarak görev yapıyorum.
Mevcut İşim,Hangi şirkette görev alıyorsun?,2024 Haziran ayından beri ARAL bünyesinde bulunan Hometech firmasında Ar-Ge merkezinde yazılım geliştirici olarak görev yapıyorum.
Mevcut İşim,Mevcut pozisyonun ne?,2024 Haziran ayından beri ARAL bünyesinde bulunan Hometech firmasında Ar-Ge merkezinde yazılım geliştirici olarak görev yapıyorum.
Mevcut İşim,Şirket adı ne?,2024 Haziran ayından beri ARAL bünyesinde bulunan Hometech firmasında Ar-Ge merkezinde yazılım geliştirici olarak görev yapıyorum.
Mevcut İşim,Üzerinde çalıştığın şirket hangisi?,2024 Haziran ayından beri ARAL bünyesinde bulunan Hometech firmasında Ar-Ge merkezinde yazılım geliştirici olarak görev yapıyorum.
Mevcut İşim,İş yerini söyler misin?,2024 Haziran ayından beri ARAL bünyesinde bulunan Hometech firmasında Ar-Ge merkezinde yazılım geliştirici olarak görev yapıyorum.
Mevcut İşim,İş yerin hakkında bilgi verir misin?,2024 Haziran ayından beri ARAL bünyesinde bulunan Hometech firmasında Ar-Ge merkezinde yazılım geliştirici olarak görev yapıyorum.
Mail Adresim,E-posta adresin nedir?,Bana ulaşabileceğiniz e-posta adresim ebasaran999@gmail.com.
Mail Adresim,Mail adresini paylaşır mısın?,Bana ulaşabileceğiniz e-posta adresim ebasaran999@gmail.com.
Mail Adresim,Bana ulaşmam için e-posta ver.,Bana ulaşabileceğiniz e-posta adresim ebasaran999@gmail.com.
Mail Adresim,İletişime geçmek için hangi adresi kullanabilirim?,Bana ulaşabileceğiniz e-posta adresim ebasaran999@gmail.com.
Mail Adresim,Profesyonel e-posta adresin ne?,Bana ulaşabileceğiniz e-posta adresim ebasaran999@gmail.com.
Mail Adresim,Mailin ne?,Bana ulaşabileceğiniz e-posta adresim ebasaran999@gmail.com.
Mail Adresim,Sana nasıl mesaj atabilirim?,Bana ulaşabileceğiniz e-posta adresim ebasaran999@gmail.com.
Mail Adresim,E-posta bilgini ver lütfen.,Bana ulaşabileceğiniz e-posta adresim ebasaran999@gmail.com.
Mail Adresim,Resmi iletişim e-posta adresin nedir?,Bana ulaşabileceğiniz e-posta adresim ebasaran999@gmail.com.
Mail Adresim,Hangi e-posta üzerinden iletişim kurabilirim?,Bana ulaşabileceğiniz e-posta adresim ebasaran999@gmail.com.
Mail Adresim,Mail adresini öğrenebilir miyim?,Bana ulaşabileceğiniz e-posta adresim ebasaran999@gmail.com.
Mail Adresim,E-posta bilgilerin nelerdir?,Bana ulaşabileceğiniz e-posta adresim ebasaran999@gmail.com.
Mail Adresim,Bana mail atabilir miyim?,Bana ulaşabileceğiniz e-posta adresim ebasaran999@gmail.com.
Mail Adresim,Profesyonel mail adresin hangisi?,Bana ulaşabileceğiniz e-posta adresim ebasaran999@gmail.com.
Mail Adresim,İletişim mailin ne?,Bana ulaşabileceğiniz e-posta adresim ebasaran999@gmail.com.
Adresim,İkamet adresin nerede?,Türkiye'de İstanbul ilinin Zeytinburnu ilçesinde ikamet ediyorum.
Adresim,Nerede yaşıyorsun?,Türkiye'de İstanbul ilinin Zeytinburnu ilçesinde ikamet ediyorum.
Adresim,Adres bilgilerin nelerdir?,Türkiye'de İstanbul ilinin Zeytinburnu ilçesinde ikamet ediyorum.
Adresim,Şehir ve ülke olarak nerede oturuyorsun?,Türkiye'de İstanbul ilinin Zeytinburnu ilçesinde ikamet ediyorum.
Adresim,Fiziksel adresin nedir?,Türkiye'de İstanbul ilinin Zeytinburnu ilçesinde ikamet ediyorum.
Adresim,Oturduğun semti paylaşır mısın?,Türkiye'de İstanbul ilinin Zeytinburnu ilçesinde ikamet ediyorum.
Adresim,Hangi şehirde yaşıyorsun?,Türkiye'de İstanbul ilinin Zeytinburnu ilçesinde ikamet ediyorum.
Adresim,İkametgahın nerede?,Türkiye'de İstanbul ilinin Zeytinburnu ilçesinde ikamet ediyorum.
Adresim,Bulunduğun lokasyon nedir?,Türkiye'de İstanbul ilinin Zeytinburnu ilçesinde ikamet ediyorum.
Adresim,Yaşadığın yer neresi?,Türkiye'de İstanbul ilinin Zeytinburnu ilçesinde ikamet ediyorum.
Adresim,Şehir/ülke konumun nedir?,Türkiye'de İstanbul ilinin Zeytinburnu ilçesinde ikamet ediyorum.
Adresim,Konum bilgini verebilir misin?,Türkiye'de İstanbul ilinin Zeytinburnu ilçesinde ikamet ediyorum.
Adresim,Nerede ikamet ediyorsun?,Türkiye'de İstanbul ilinin Zeytinburnu ilçesinde ikamet ediyorum.
Adresim,Ev adresin nedir?,Türkiye'de İstanbul ilinin Zeytinburnu ilçesinde ikamet ediyorum.
Adresim,Yaşadığın şehir hangisi?,Türkiye'de İstanbul ilinin Zeytinburnu ilçesinde ikamet ediyorum.
Eğitim Geçmişim,Eğitim geçmişin nedir?,2015 yılında başladığım Adile Mermerci Anadolu Lisesi'nden 2019 yılında mezun oldum. Aynı yıl başladığım Kocaeli Üniversitesi Bilgisayar Mühendisliği bölümünde ise lisansımı 2023 yılında tamamladım.
Eğitim Geçmişim,Hangi üniversiteye gittin?,2015 yılında başladığım Adile Mermerci Anadolu Lisesi'nden 2019 yılında mezun oldum. Aynı yıl başladığım Kocaeli Üniversitesi Bilgisayar Mühendisliği bölümünde ise lisansımı 2023 yılında tamamladım.
Eğitim Geçmişim,Hangi liseye gittin?,2015 yılında başladığım Adile Mermerci Anadolu Lisesi'nden 2019 yılında mezun oldum. Aynı yıl başladığım Kocaeli Üniversitesi Bilgisayar Mühendisliği bölümünde ise lisansımı 2023 yılında tamamladım.
Eğitim Geçmişim,Mezun olduğun okul hangisi?,2015 yılında başladığım Adile Mermerci Anadolu Lisesi'nden 2019 yılında mezun oldum. Aynı yıl başladığım Kocaeli Üniversitesi Bilgisayar Mühendisliği bölümünde ise lisansımı 2023 yılında tamamladım.
Eğitim Geçmişim,Mezun olduğun üniversite hangisi?,2015 yılında başladığım Adile Mermerci Anadolu Lisesi'nden 2019 yılında mezun oldum. Aynı yıl başladığım Kocaeli Üniversitesi Bilgisayar Mühendisliği bölümünde ise lisansımı 2023 yılında tamamladım.
Eğitim Geçmişim,Mezun olduğun lise hangisi?,2015 yılında başladığım Adile Mermerci Anadolu Lisesi'nden 2019 yılında mezun oldum. Aynı yıl başladığım Kocaeli Üniversitesi Bilgisayar Mühendisliği bölümünde ise lisansımı 2023 yılında tamamladım.
Eğitim Geçmişim,Hangi bölümü okudun?,2015 yılında başladığım Adile Mermerci Anadolu Lisesi'nden 2019 yılında mezun oldum. Aynı yıl başladığım Kocaeli Üniversitesi Bilgisayar Mühendisliği bölümünde ise lisansımı 2023 yılında tamamladım.
Eğitim Geçmişim,Lisans eğitimin neydi?,2015 yılında başladığım Adile Mermerci Anadolu Lisesi'nden 2019 yılında mezun oldum. Aynı yıl başladığım Kocaeli Üniversitesi Bilgisayar Mühendisliği bölümünde ise lisansımı 2023 yılında tamamladım.
Eğitim Geçmişim,Yüksek lisans yaptın mı?,2015 yılında başladığım Adile Mermerci Anadolu Lisesi'nden 2019 yılında mezun oldum. Aynı yıl başladığım Kocaeli Üniversitesi Bilgisayar Mühendisliği bölümünde ise lisansımı 2023 yılında tamamladım.
Eğitim Geçmişim,Okuduğun bölüm hangisiydi?,2015 yılında başladığım Adile Mermerci Anadolu Lisesi'nden 2019 yılında mezun oldum. Aynı yıl başladığım Kocaeli Üniversitesi Bilgisayar Mühendisliği bölümünde ise lisansımı 2023 yılında tamamladım.
Eğitim Geçmişim,Eğitim bilgilerin nelerdir?,2015 yılında başladığım Adile Mermerci Anadolu Lisesi'nden 2019 yılında mezun oldum. Aynı yıl başladığım Kocaeli Üniversitesi Bilgisayar Mühendisliği bölümünde ise lisansımı 2023 yılında tamamladım.
Eğitim Geçmişim,Diploman nerede?,2015 yılında başladığım Adile Mermerci Anadolu Lisesi'nden 2019 yılında mezun oldum. Aynı yıl başladığım Kocaeli Üniversitesi Bilgisayar Mühendisliği bölümünde ise lisansımı 2023 yılında tamamladım.
Eğitim Geçmişim,Hangi diplomaya sahipsin?,2015 yılında başladığım Adile Mermerci Anadolu Lisesi'nden 2019 yılında mezun oldum. Aynı yıl başladığım Kocaeli Üniversitesi Bilgisayar Mühendisliği bölümünde ise lisansımı 2023 yılında tamamladım.
Eğitim Geçmişim,Akademik geçmişini anlatır mısın?,2015 yılında başladığım Adile Mermerci Anadolu Lisesi'nden 2019 yılında mezun oldum. Aynı yıl başladığım Kocaeli Üniversitesi Bilgisayar Mühendisliği bölümünde ise lisansımı 2023 yılında tamamladım.
Eğitim Geçmişim,Hangi fakülteden mezunsun?,2015 yılında başladığım Adile Mermerci Anadolu Lisesi'nden 2019 yılında mezun oldum. Aynı yıl başladığım Kocaeli Üniversitesi Bilgisayar Mühendisliği bölümünde ise lisansımı 2023 yılında tamamladım.
Eğitim Geçmişim,Lise bilgisi ver.,2015 yılında başladığım Adile Mermerci Anadolu Lisesi'nden 2019 yılında mezun oldum. Aynı yıl başladığım Kocaeli Üniversitesi Bilgisayar Mühendisliği bölümünde ise lisansımı 2023 yılında tamamladım.
Eğitim Geçmişim,Üniversite ve bölüm bilgisi ver.,2015 yılında başladığım Adile Mermerci Anadolu Lisesi'nden 2019 yılında mezun oldum. Aynı yıl başladığım Kocaeli Üniversitesi Bilgisayar Mühendisliği bölümünde ise lisansımı 2023 yılında tamamladım.
Eğitim Geçmişim,Okul geçmişini paylaşır mısın?,2015 yılında başladığım Adile Mermerci Anadolu Lisesi'nden 2019 yılında mezun oldum. Aynı yıl başladığım Kocaeli Üniversitesi Bilgisayar Mühendisliği bölümünde ise lisansımı 2023 yılında tamamladım.
Eğitim Geçmişim,Eğitim geçmişini paylaşır mısın?,2015 yılında başladığım Adile Mermerci Anadolu Lisesi'nden 2019 yılında mezun oldum. Aynı yıl başladığım Kocaeli Üniversitesi Bilgisayar Mühendisliği bölümünde ise lisansımı 2023 yılında tamamladım.
Eğitim Geçmişim,Mezuniyet yılın nedir?,2015 yılında başladığım Adile Mermerci Anadolu Lisesi'nden 2019 yılında mezun oldum. Aynı yıl başladığım Kocaeli Üniversitesi Bilgisayar Mühendisliği bölümünde ise lisansımı 2023 yılında tamamladım.
Eğitim Geçmişim,Akademik derecen nedir?,2015 yılında başladığım Adile Mermerci Anadolu Lisesi'nden 2019 yılında mezun oldum. Aynı yıl başladığım Kocaeli Üniversitesi Bilgisayar Mühendisliği bölümünde ise lisansımı 2023 yılında tamamladım.
İş Deneyimim,İş tecrübelerin nelerdir?,"Toplamda 1 yıldır aktif olarak yazılım sektöründe çalışıyorum. Öncesinde Vakıfbank şirketinde 2 ay 'Full-Stack Developer' olarak staj deneyimim bulunuyor. 1 yıldır ise Aral bünyesinde bulunan Hometech firmasında web sitelerinin yönetimini sağlıyorum. Bunun yanında bulut platformları, görüntü işleme ve yapay zeka gibi yenilikçi alanlarda çalışıyorum."
İş Deneyimim,Kaç yıllık deneyimin var?,"Toplamda 1 yıldır aktif olarak yazılım sektöründe çalışıyorum. Öncesinde Vakıfbank şirketinde 2 ay 'Full-Stack Developer' olarak staj deneyimim bulunuyor. 1 yıldır ise Aral bünyesinde bulunan Hometech firmasında web sitelerinin yönetimini sağlıyorum. Bunun yanında bulut platformları, görüntü işleme ve yapay zeka gibi yenilikçi alanlarda çalışıyorum."
İş Deneyimim,Önceki iş geçmişini anlatır mısın?,"Toplamda 1 yıldır aktif olarak yazılım sektöründe çalışıyorum. Öncesinde Vakıfbank şirketinde 2 ay 'Full-Stack Developer' olarak staj deneyimim bulunuyor. 1 yıldır ise Aral bünyesinde bulunan Hometech firmasında web sitelerinin yönetimini sağlıyorum. Bunun yanında bulut platformları, görüntü işleme ve yapay zeka gibi yenilikçi alanlarda çalışıyorum."
İş Deneyimim,Hangi şirketlerde çalıştın?,"Toplamda 1 yıldır aktif olarak yazılım sektöründe çalışıyorum. Öncesinde Vakıfbank şirketinde 2 ay 'Full-Stack Developer' olarak staj deneyimim bulunuyor. 1 yıldır ise Aral bünyesinde bulunan Hometech firmasında web sitelerinin yönetimini sağlıyorum. Bunun yanında bulut platformları, görüntü işleme ve yapay zeka gibi yenilikçi alanlarda çalışıyorum."
İş Deneyimim,Profesyonel deneyimlerini paylaşır mısın?,"Toplamda 1 yıldır aktif olarak yazılım sektöründe çalışıyorum. Öncesinde Vakıfbank şirketinde 2 ay 'Full-Stack Developer' olarak staj deneyimim bulunuyor. 1 yıldır ise Aral bünyesinde bulunan Hometech firmasında web sitelerinin yönetimini sağlıyorum. Bunun yanında bulut platformları, görüntü işleme ve yapay zeka gibi yenilikçi alanlarda çalışıyorum."
İş Deneyimim,Çalışma geçmişin nedir?,"Toplamda 1 yıldır aktif olarak yazılım sektöründe çalışıyorum. Öncesinde Vakıfbank şirketinde 2 ay 'Full-Stack Developer' olarak staj deneyimim bulunuyor. 1 yıldır ise Aral bünyesinde bulunan Hometech firmasında web sitelerinin yönetimini sağlıyorum. Bunun yanında bulut platformları, görüntü işleme ve yapay zeka gibi yenilikçi alanlarda çalışıyorum."
İş Deneyimim,Projelerini anlatır mısın?,"Toplamda 1 yıldır aktif olarak yazılım sektöründe çalışıyorum. Öncesinde Vakıfbank şirketinde 2 ay 'Full-Stack Developer' olarak staj deneyimim bulunuyor. 1 yıldır ise Aral bünyesinde bulunan Hometech firmasında web sitelerinin yönetimini sağlıyorum. Bunun yanında bulut platformları, görüntü işleme ve yapay zeka gibi yenilikçi alanlarda çalışıyorum."
İş Deneyimim,Tecrübelerin hakkında bilgi verir misin?,"Toplamda 1 yıldır aktif olarak yazılım sektöründe çalışıyorum. Öncesinde Vakıfbank şirketinde 2 ay 'Full-Stack Developer' olarak staj deneyimim bulunuyor. 1 yıldır ise Aral bünyesinde bulunan Hometech firmasında web sitelerinin yönetimini sağlıyorum. Bunun yanında bulut platformları, görüntü işleme ve yapay zeka gibi yenilikçi alanlarda çalışıyorum."
İş Deneyimim,Kaç yıldır yazılım geliştiricisin?,"Toplamda 1 yıldır aktif olarak yazılım sektöründe çalışıyorum. Öncesinde Vakıfbank şirketinde 2 ay 'Full-Stack Developer' olarak staj deneyimim bulunuyor. 1 yıldır ise Aral bünyesinde bulunan Hometech firmasında web sitelerinin yönetimini sağlıyorum. Bunun yanında bulut platformları, görüntü işleme ve yapay zeka gibi yenilikçi alanlarda çalışıyorum."
İş Deneyimim,İş geçmişini özetler misin?,"Toplamda 1 yıldır aktif olarak yazılım sektöründe çalışıyorum. Öncesinde Vakıfbank şirketinde 2 ay 'Full-Stack Developer' olarak staj deneyimim bulunuyor. 1 yıldır ise Aral bünyesinde bulunan Hometech firmasında web sitelerinin yönetimini sağlıyorum. Bunun yanında bulut platformları, görüntü işleme ve yapay zeka gibi yenilikçi alanlarda çalışıyorum."
İş Deneyimim,Daha önce hangi pozisyonlarda bulundun?,"Toplamda 1 yıldır aktif olarak yazılım sektöründe çalışıyorum. Öncesinde Vakıfbank şirketinde 2 ay 'Full-Stack Developer' olarak staj deneyimim bulunuyor. 1 yıldır ise Aral bünyesinde bulunan Hometech firmasında web sitelerinin yönetimini sağlıyorum. Bunun yanında bulut platformları, görüntü işleme ve yapay zeka gibi yenilikçi alanlarda çalışıyorum."
İş Deneyimim,Önceki rollerin nelerdir?,"Toplamda 1 yıldır aktif olarak yazılım sektöründe çalışıyorum. Öncesinde Vakıfbank şirketinde 2 ay 'Full-Stack Developer' olarak staj deneyimim bulunuyor. 1 yıldır ise Aral bünyesinde bulunan Hometech firmasında web sitelerinin yönetimini sağlıyorum. Bunun yanında bulut platformları, görüntü işleme ve yapay zeka gibi yenilikçi alanlarda çalışıyorum."
İş Deneyimim,Ne tür projeler yaptın?,"Toplamda 1 yıldır aktif olarak yazılım sektöründe çalışıyorum. Öncesinde Vakıfbank şirketinde 2 ay 'Full-Stack Developer' olarak staj deneyimim bulunuyor. 1 yıldır ise Aral bünyesinde bulunan Hometech firmasında web sitelerinin yönetimini sağlıyorum. Bunun yanında bulut platformları, görüntü işleme ve yapay zeka gibi yenilikçi alanlarda çalışıyorum."
İş Deneyimim,Hangi teknolojilerle çalıştın?,"Toplamda 1 yıldır aktif olarak yazılım sektöründe çalışıyorum. Öncesinde Vakıfbank şirketinde 2 ay 'Full-Stack Developer' olarak staj deneyimim bulunuyor. 1 yıldır ise Aral bünyesinde bulunan Hometech firmasında web sitelerinin yönetimini sağlıyorum. Bunun yanında bulut platformları, görüntü işleme ve yapay zeka gibi yenilikçi alanlarda çalışıyorum."
Becerilerim,Hangi front-end teknolojilerini biliyorsun?,"Web geliştirme (hem Back-end hem Front-end), mobil uygulama geliştirme ve yapay zeka alanlarında deneyime sahibim. Back-end tarafında C# ile .NET Framework ve ASP .NET Core Web API kullanarak, MySQL ve MSSQL tabanlı veri modelleri üzerinde çalıştım; Entity Framework ile ORM uygulamaları geliştirip, n-katmanlı mimariler tasarladım; Redis ile önbellekleme çözümleri oluşturdum. Front-end geliştirmede HTML5, CSS3 ve modern JavaScript (ES6+) ile temelden başlayarak, Angular framework ve TypeScript ile ölçeklenebilir kullanıcı arayüzleri inşa ettim; Bootstrap ile hızlı prototipleme yaptım. Mobil alanda Java ile Android uygulamaları geliştirdim ve yapay zeka projelerinde model eğitimi, entegrasyonu ve optimizasyon süreçlerine katkı sağladım."
Becerilerim,Hangi back-end teknolojilerini biliyorsun?,"Web geliştirme (hem Back-end hem Front-end), mobil uygulama geliştirme ve yapay zeka alanlarında deneyime sahibim. Back-end tarafında C# ile .NET Framework ve ASP .NET Core Web API kullanarak, MySQL ve MSSQL tabanlı veri modelleri üzerinde çalıştım; Entity Framework ile ORM uygulamaları geliştirip, n-katmanlı mimariler tasarladım; Redis ile önbellekleme çözümleri oluşturdum. Front-end geliştirmede HTML5, CSS3 ve modern JavaScript (ES6+) ile temelden başlayarak, Angular framework ve TypeScript ile ölçeklenebilir kullanıcı arayüzleri inşa ettim; Bootstrap ile hızlı prototipleme yaptım. Mobil alanda Java ile Android uygulamaları geliştirdim ve yapay zeka projelerinde model eğitimi, entegrasyonu ve optimizasyon süreçlerine katkı sağladım."
Becerilerim,Web geliştirme alanında deneyimin var mı?,"Web geliştirme (hem Back-end hem Front-end), mobil uygulama geliştirme ve yapay zeka alanlarında deneyime sahibim. Back-end tarafında C# ile .NET Framework ve ASP .NET Core Web API kullanarak, MySQL ve MSSQL tabanlı veri modelleri üzerinde çalıştım; Entity Framework ile ORM uygulamaları geliştirip, n-katmanlı mimariler tasarladım; Redis ile önbellekleme çözümleri oluşturdum. Front-end geliştirmede HTML5, CSS3 ve modern JavaScript (ES6+) ile temelden başlayarak, Angular framework ve TypeScript ile ölçeklenebilir kullanıcı arayüzleri inşa ettim; Bootstrap ile hızlı prototipleme yaptım. Mobil alanda Java ile Android uygulamaları geliştirdim ve yapay zeka projelerinde model eğitimi, entegrasyonu ve optimizasyon süreçlerine katkı sağladım."
Becerilerim,Mobil geliştirme alanında deneyimin var mı?,"Web geliştirme (hem Back-end hem Front-end), mobil uygulama geliştirme ve yapay zeka alanlarında deneyime sahibim. Back-end tarafında C# ile .NET Framework ve ASP .NET Core Web API kullanarak, MySQL ve MSSQL tabanlı veri modelleri üzerinde çalıştım; Entity Framework ile ORM uygulamaları geliştirip, n-katmanlı mimariler tasarladım; Redis ile önbellekleme çözümleri oluşturdum. Front-end geliştirmede HTML5, CSS3 ve modern JavaScript (ES6+) ile temelden başlayarak, Angular framework ve TypeScript ile ölçeklenebilir kullanıcı arayüzleri inşa ettim; Bootstrap ile hızlı prototipleme yaptım. Mobil alanda Java ile Android uygulamaları geliştirdim ve yapay zeka projelerinde model eğitimi, entegrasyonu ve optimizasyon süreçlerine katkı sağladım."
Becerilerim,Hiç bootstrap kullandın mı?,"Web geliştirme (hem Back-end hem Front-end), mobil uygulama geliştirme ve yapay zeka alanlarında deneyime sahibim. Back-end tarafında C# ile .NET Framework ve ASP .NET Core Web API kullanarak, MySQL ve MSSQL tabanlı veri modelleri üzerinde çalıştım; Entity Framework ile ORM uygulamaları geliştirip, n-katmanlı mimariler tasarladım; Redis ile önbellekleme çözümleri oluşturdum. Front-end geliştirmede HTML5, CSS3 ve modern JavaScript (ES6+) ile temelden başlayarak, Angular framework ve TypeScript ile ölçeklenebilir kullanıcı arayüzleri inşa ettim; Bootstrap ile hızlı prototipleme yaptım. Mobil alanda Java ile Android uygulamaları geliştirdim ve yapay zeka projelerinde model eğitimi, entegrasyonu ve optimizasyon süreçlerine katkı sağladım."
Becerilerim,Hangi programlama dillerini biliyorsun?,"Web geliştirme (hem Back-end hem Front-end), mobil uygulama geliştirme ve yapay zeka alanlarında deneyime sahibim. Back-end tarafında C# ile .NET Framework ve ASP .NET Core Web API kullanarak, MySQL ve MSSQL tabanlı veri modelleri üzerinde çalıştım; Entity Framework ile ORM uygulamaları geliştirip, n-katmanlı mimariler tasarladım; Redis ile önbellekleme çözümleri oluşturdum. Front-end geliştirmede HTML5, CSS3 ve modern JavaScript (ES6+) ile temelden başlayarak, Angular framework ve TypeScript ile ölçeklenebilir kullanıcı arayüzleri inşa ettim; Bootstrap ile hızlı prototipleme yaptım. Mobil alanda Java ile Android uygulamaları geliştirdim ve yapay zeka projelerinde model eğitimi, entegrasyonu ve optimizasyon süreçlerine katkı sağladım."
Becerilerim,Teknik yetkinliklerin nelerdir?,"Web geliştirme (hem Back-end hem Front-end), mobil uygulama geliştirme ve yapay zeka alanlarında deneyime sahibim. Back-end tarafında C# ile .NET Framework ve ASP .NET Core Web API kullanarak, MySQL ve MSSQL tabanlı veri modelleri üzerinde çalıştım; Entity Framework ile ORM uygulamaları geliştirip, n-katmanlı mimariler tasarladım; Redis ile önbellekleme çözümleri oluşturdum. Front-end geliştirmede HTML5, CSS3 ve modern JavaScript (ES6+) ile temelden başlayarak, Angular framework ve TypeScript ile ölçeklenebilir kullanıcı arayüzleri inşa ettim; Bootstrap ile hızlı prototipleme yaptım. Mobil alanda Java ile Android uygulamaları geliştirdim ve yapay zeka projelerinde model eğitimi, entegrasyonu ve optimizasyon süreçlerine katkı sağladım."
Becerilerim,Yazılım dillerin hangileri?,"Web geliştirme (hem Back-end hem Front-end), mobil uygulama geliştirme ve yapay zeka alanlarında deneyime sahibim. Back-end tarafında C# ile .NET Framework ve ASP .NET Core Web API kullanarak, MySQL ve MSSQL tabanlı veri modelleri üzerinde çalıştım; Entity Framework ile ORM uygulamaları geliştirip, n-katmanlı mimariler tasarladım; Redis ile önbellekleme çözümleri oluşturdum. Front-end geliştirmede HTML5, CSS3 ve modern JavaScript (ES6+) ile temelden başlayarak, Angular framework ve TypeScript ile ölçeklenebilir kullanıcı arayüzleri inşa ettim; Bootstrap ile hızlı prototipleme yaptım. Mobil alanda Java ile Android uygulamaları geliştirdim ve yapay zeka projelerinde model eğitimi, entegrasyonu ve optimizasyon süreçlerine katkı sağladım."
